date,market_caps,prices,total_volumes
2018-08-18 08:50:42, 156878.3906397512, 0.0016001253677720133, 4626.86404975828
2018-08-18 09:50:49, 157158.3295195333, 0.001602978587493983, 4614.81425588827
2018-08-18 10:50:49, 155470.22320225005, 0.0015742255970527664, 4806.605225124193
2018-08-18 11:50:54, 154546.79746577214, 0.0015763439493054956, 4877.052998228664
2018-08-18 12:51:01, 150036.2763516399, 0.001530328797583234, 4900.21231733428
2018-08-18 13:50:53, 147422.67069179722, 0.001503682745560899, 4797.723243514045
2018-08-18 14:50:45, 148145.98957440336, 0.0015123695088763711, 4536.482708606563
2018-08-18 15:50:41, 151023.1972981102, 0.00154040401730536, 4514.147380797495
2018-08-18 16:50:51, 150159.19253967825, 0.0015315895363082624, 4435.775953022253
2018-08-18 17:50:50, 149609.70960133916, 0.0015254579980486778, 4345.335544833194
2018-08-18 18:50:49, 152363.334819708, 0.0015540731339067284, 4410.820029134726
2018-08-18 19:50:48, 150023.4392014727, 0.0015302067020325323, 4607.229627905578
2018-08-18 20:50:41, 151328.3417997299, 0.0015435164358024989, 4016.160508629601
2018-08-18 21:50:58, 150265.85225593337, 0.0015396240950390954, 4232.244620848125
2018-08-18 22:50:52, 151284.6088336108, 0.0015430703600966963, 3467.5959398754744
2018-08-18 23:50:53, 151463.6361268647, 0.0015444209326208012, 3405.5705074795214
2018-08-19 00:50:49, 150177.63910722316, 0.0015317771068711335, 3185.1032304853825
2018-08-19 01:50:43, 150535.33322239562, 0.0015354279105697837, 3116.322233456157
2018-08-19 02:50:44, 152009.05425238257, 0.0015506772364621195, 3094.408530811605
2018-08-19 03:50:56, 151984.95469017455, 0.0015500068642631177, 3003.9913790988085
2018-08-19 04:50:55, 151977.85526171737, 0.0015501413240480305, 2788.2757837198355
2018-08-19 05:50:34, 151731.0381568808, 0.0015476238428463762, 2675.323572023991
2018-08-19 06:50:45, 152490.43570153753, 0.0015550833688800178, 2756.9330605301966
2018-08-19 07:50:57, 152742.22159077236, 0.0015630939993179186, 2900.6359314612105
2018-08-19 08:50:53, 154751.73936437193, 0.0015784340239337364, 3034.5466277062455
2018-08-19 09:50:46, 154304.6198430517, 0.0015738738194018202, 3150.9746572437775
2018-08-19 10:50:49, 155806.00718367312, 0.0015891876474385675, 3036.555176510558
2018-08-19 11:50:44, 155449.8567224341, 0.0015855549911055092, 3108.400198624027
2018-08-19 12:50:54, 153725.93007230724, 0.0015679713090472225, 3103.9437911310115
2018-08-19 13:51:21, 153329.97889788164, 0.0015652071826429647, 3132.2538473176487
2018-08-19 13:54:54, 153457.45423472335, 0.001565232878742878, 3132.225537052341
2018-08-19 14:50:55, 153693.0101108727, 0.0015541474509337678, 3024.3686123296893
2018-08-19 15:50:54, 152736.5002354906, 0.0015577972069056643, 3049.305205458788
2018-08-19 16:51:02, 153276.21125072645, 0.0015633729052080055, 3065.528116727294
2018-08-19 17:50:54, 153944.19019579943, 0.0015701975160043566, 3108.994233984799
2018-08-19 18:50:44, 152304.3942997323, 0.0015534719434818615, 3240.987751524883
2018-08-19 19:50:54, 151725.604018073, 0.0015475486645668585, 3255.8528811314627
2018-08-19 20:50:45, 153032.81396802023, 0.001560901685104206, 3376.354924439772
2018-08-19 21:50:43, 153271.95330514046, 0.001563340844800743, 3462.6913841178102
2018-08-19 22:50:53, 153302.1136941321, 0.00156380725315203, 3483.6397534292987
2018-08-19 23:50:46, 153100.32484361934, 0.001561590271533816, 3520.15046058452
2018-08-20 00:50:45, 151876.48492106685, 0.0015491073376372845, 3545.2955097679073
2018-08-20 01:50:48, 151617.2762594565, 0.0015464634905245811, 3572.039592104032
2018-08-20 02:50:48, 152074.47371772196, 0.001551126778690332, 3613.5496560018373
2018-08-20 03:33:53, 152092.85217546186, 0.0015513142667257, 3609.214283148592
2018-08-20 04:34:25, 151382.63253139288, 0.0015440701806587534, 3607.352369004626
2018-08-20 05:25:21, 150704.95191295107, 0.001537157984606611, 3617.8544328337503
2018-08-20 06:25:01, 149258.79769490697, 0.0015224026037577217, 3691.1623001969742
2018-08-20 07:25:04, 149314.6141119619, 0.001522976963839948, 3658.709484343647
2018-08-20 08:25:09, 150418.70401328342, 0.0015345117209057593, 3659.3480416106117
2018-08-20 09:25:01, 149766.99993156528, 0.001527591132367658, 3609.7586122942034
2018-08-20 10:25:00, 149766.88913975304, 0.0015275899527013859, 3609.7561912263263
2018-08-20 11:25:18, 148158.1846697094, 0.0015080237279743443, 3428.5448519895663
2018-08-20 12:25:17, 149387.58430076498, 0.0015237247404678827, 3202.7178406424855
2018-08-20 13:24:57, 149665.5806481195, 0.001526556622020799, 3043.4448533994137
2018-08-20 14:25:22, 149463.0476504506, 0.0015267949415025883, 2989.0328014462452
2018-08-20 15:25:14, 149424.20741501456, 0.0015242840998394198, 2896.7460080589694
2018-08-20 16:25:15, 149213.5094010603, 0.0015219455915934717, 2830.1164609416946
2018-08-20 17:25:17, 148547.84310407555, 0.0015151559404283808, 2796.86376546605
2018-08-20 18:25:12, 148859.22013213456, 0.001518331915919458, 2668.7882747639055
2018-08-20 19:25:14, 147655.0836761445, 0.0015060505719783016, 2505.1206137418685
2018-08-20 20:25:15, 150507.83950546398, 0.001534460116177701, 2676.2895927084905
2018-08-20 21:23:23, 150233.8623871964, 0.0015323529731137134, 2616.8397458763448
2018-08-20 22:23:34, 149425.32030355476, 0.0015235487600999467, 2604.621149747311
2018-08-20 22:29:17, 149370.68598492793, 0.001524570950823846, 2611.455590006597
2018-08-20 23:22:22, 149676.24776779616, 0.00152690172265806, 2602.0463829485516
